Title,Abstract,Relevance
Anti-Patterns for an Industrial PhD in the Field of ICT,"PhD programmes run by universities are planned for the needs of full-time students who have funding for the study period and an opportunity to work full time as a member of the academic community. This approach aims at following the optimal way to the goals set by the State and the university for these studies - young students, immediate continuation after MSc graduation, with membership in the university's PhD programme ensuring progress. We call these students ?administrative optimal? PhDs. However, universities also have a number of postgraduate students that work in industry. These students work full time, have significant and useful experience from practice, but have more limited resources to use for PhD-related activities. This paper reports on the challenges related to PhD students working in industry based on experiences from the field of ICT; the root cause of which is the missing support provided by the university, which focuses on ?administrative optimal? students in their PhD programmes. The paper focuses on ICT field, because it is our experience base. We believe that in ICT area it is more common to work simultaneously to studies. This fits especially in MSc studies in Finland, but the same tradition continues even in PhD level. The studies of industrial students typically need twice the time and encounter a variety of problems having their roots in the mental, practical and motivational side. We list the challenges and handle them in a structured way in the form of anti-patterns. To provide a context for our findings we have included a discussion related to general aspects of PhD studies in the paper. The aim of the paper is to open up the discussion about this important topic and report our summarised ?close to one hundred years? of experience in mentoring and supervising PhD students.",0
Lessons Learned from a Lean R\&D Project,"In a partnership between academia and industry, we report our experience in applying the Lean R&D ap- proach in the IAGO project, an oil and gas machine-learning-based dashboard. The approach is grounded in continuous experimentation through agile development, beginning with a Lean Inception workshop to define a Minimal Viable Product. Then, after technical feasibility assessments and conception phases, Scrum-based development begins, continually testing business hypotheses. We discuss our experiences in following the approach, and report developers? perceptions gathered through interviews and user evaluations of the final product. We found that the Lean Inception works well for aligning expectations and objectives among stake- holders, but it is not enough to level the domain knowledge among developers. The participation of end users in the workshop and throughout the project, as well as constant communication among all stakeholders, is very important to deliver appropriate solutions.",0
MeTeaMâ€”A method for characterizing mature software metrics teams,"Background: Metrics teams play an increasingly important role in handling data and information in modern software development organizations; they manage their companiesâ€™ measurement programs, collect and process data, and develop and distribute information products. Metrics teams can comprise several roles, and their set-up can differ between companies, as can the metrics maturity of host organizations. These differences impact the effectiveness and quality of a teamâ€™s measurement program. Objective: Our objective was to design and evaluate a model to describe the characteristics of a mature metrics team, which efficiently designs, develops, maintains, and evolves its organizationâ€™s measurement program. Method: We conducted an action research study on four metrics teams of four distinct companies. We designed and evaluated a domain-specific model for assessing the maturity of metrics teams â€“ MeTeaM â€“ and also assessed the four metrics teams per se. Results: Our results were two-fold: the creation of the metrics team maturity model MeTeaM and a template to assess metrics teams. Our evaluation showed that the model captures the characteristics of successful metrics teams and quantifies the maturity status of both the metrics teams and their host organizations. Conclusions: More mature metrics teams score higher in the MeTeaM model than less mature teams. The assessment provides less mature metrics teams with valuable insights on what factors to improve. Such insights can be shared with and acted upon successfully with their organizations.",0
Robust Machine Learning in Critical Care?Software Engineering and Medical Perspectives,"Using machine learning in clinical practice poses hard requirements on explainability, reliability, replicability and robustness of these systems. Therefore, developing reliable soft- ware for monitoring critically ill patients requires close collabo- ration between physicians and software engineers. However, these two different disciplines need to find own research perspectives in order to contribute to both the medical and the software engineering domain. In this paper, we address the problem of how to establish a collaboration where software engineering and medicine meets to design robust machine learning systems to be used in patient care. We describe how we designed software systems for monitoring patients under carotid endarterectomy, in particular focusing on the process of knowledge building in the research team. Our results show what to consider when setting up such a collaboration, how it develops over time and what kind of systems can be constructed based on it. We conclude that the main challenge is to find a good research team, where different competences are committed to a common goal.",0
Industry-Academia Collaboration: Conflicts and Strategies to Stimulate Innovation and Employability,Industry- Academia relationship is an essential element to generate innovation and employability. Systematic and coordinated approaches are absent in most industry and academy relationship which brings unsuccessful collaboration among them. Current trend of relationship between industry and academia failed to impact on revenue generation hence could not able to create employment opportunity. Identify the gaps between industry and academy will allow more outcome based research and innovation. Most research collaborations nowadays are ad hoc or opportunistic based which often failed to meet the expectation and difficult to sustain in competitive world. Successful collaboration can be established if we able to recognize potential sources of conflict and ensure that they are addressed properly. In this paper we address those gaps by presenting a systematic review of the literature on industry-academy relationship. Here we investigate on areas of conflicts; suggested strategies to overcome those and identify the driving forces that can stimulate the relation between industry and academy.,0
Ensuring the Quality of Research Objects in the Earth Science Domain,"Research objects were designed in data-intensive science under the premises of interoperability and machine-readability to describe scientific processes and findings including all the resources that were used in the research endeavour. In this poster we present our work with Earth Science communities, that have embraced the research object model for long-term preservation and reuse of knowledge, to design checklists, the main tool available to assess the quality of research objects and upon which quality metrics such completeness, stability and reliability are calculated.",0
Ensuring Sustainability of Knowledge,"Contemporary companies and organizations have understood since long the value of close cooperation between them and academia. Technology today takes huge leaps forward for every year that passes by, and ways of working evolve dramatically in order to cope with technology. Companies are no longer able to keep up with this ?insane? speed of technology and ways of working; they know more possibility to learn and adapt by themselves. The solution to this challenge is called ?action research,? an effective and efficient way for companies to keep up with what?s new and necessary for them to succeed in today?s hard competition. This book presents prerequisites needed for both parties to succeed in this type of collaboration, while this chapter focuses on a checklist to be used once such a relationship has been established.",0
It takes a Flywheel to Fly: Kickstarting and Growing the A/B testing Momentum at Scale,"Companies run A/B tests to accelerate innovation and make informed data-driven decisions. At Microsoft alone, over twenty thousand A/B tests are ran each year helping decide which features maximize user value. Not all teams and companies succeed in establishing and growing their A/B testing programs. In this paper, we explore multiple-case studies at Microsoft, Outreach, Booking.com, and empirical data collected, and share our learnings for iteratively adopting and growing A/B testing. The main contribution of this paper is the A/B Testing Flywheel. This conceptual model illustrates iteratively navigating the value- investment cycle with the goal to scale A/B testing. In every turn of the flywheel, teams need to invest in order to increase the A/B testing momentum. We describe the investments in software development processes that have been advantageous in getting the flywheel to turn. We also share example metrics that track the progress towards sustainable A/B testing momentum.",0
Um ensaio sobre o ensino de engenharia de software no Brasil e no mundo: li{\c{c}}{\~o}es para a UFOP.,"The teaching of the Software Engineering academic discipline in Computer Science graduations, in educational institutions, occurs mainly through expository and theoretical classes according to the traditional methodology of teaching. However, companies and students need a more embracing approach that results in professionals who master the skills required by the software development market, able to analyze problems, and propose and communicate solutions. In this scenario, this essay critically analyzes how teaching institutionsin Brazil and the world have been modifying their way ofteaching SoftwareEngineering by incorporating aspects of active teaching methodologies: PBL and PjBL. The purpose of this work is to base the changes made so far in the academic discipline of Software Engineering taught in DECOM / UFOP, to analyze them and, if necessary, to reconstruct them. To this end, new means were created to engage students in classrooms, making them responsible fortheir own learning. A new set of didactic materials were developed from different Learning Objects and case studies specially designed for this purpose. So, these resources were used in classrooms and teachers and students opinion?s were collected along with the academic indicators (of approval, retention, escape and locking) to evaluate the impacts of the applied changes. In this way, it is expected that the continuousimprovement of the academic discipline reflects on the formation of better professionals, overcoming the distance between the students? skills and the demands of the market",0
Pr{\'a}cticas en la gesti{\'o}n de colaboraciones cient{\'\i}ficas y tecnol{\'o}gicas universidad-industria desde las unidades de investigaci{\'o}n universitarias,"La investigación respecto a las colaboraciones científicas y tecnológicas entre universidad-industria se ha centrado en el rol de las firmas o de las universidades como institución. Sin embargo, escasa literatura ha profundizado sobre la perspectiva de las unidades de investigación universitarias. En consecuencia, este artículo tiene como objetivo recopilar las prácticas empleadas en la gestión de las alianzas tecnológicas (planeación, implementación, ejecución y evaluación) entre instituciones de educación superior y el sector productivo, identificando cuáles de ellas incluyen la perspectiva de las unidades de investigación universitaria. La metodología empleada es la Revisión Sistemática de la Literatura, tomando como fuente los resultados obtenidos de la búsqueda en la base de datos Scopus; además, se emplea el muestreo por bola de nieve y la recomendación de expertos. El análisis de contenido de alrededor de 100 estudios revisados se soportó en herramientas de minería de texto y software de análisis de datos cualitativos. Los hallazgos incluyen como prácticas de referencia para la interacción de ambos participantes: la investigación colaborativa agil, el modelo de vista 4+1 y, el establecimiento de centros físicos de investigación colaborativa (CRC), en donde investigadores de las unidades de investigación universitarias y de las firmas trabajan conjuntamente. Como prácticas recurrentes para la fase de evaluación de estas alianzas se encontró: la formulación de cuestionarios y entrevistas aplicables a diversas colaboraciones y su adaptación a ambos participantes, el estudio de caso y el cuadro de mando integral para innovación abierta, con la recomendación de adaptar estas evaluaciones a los participantes universitarios. Respecto a las fuentes de información sobre las unidades de investigación universitarias al realizar estas evaluaciones, resaltan aquellas relacionadas con los productos con protección intelectual, así como los datos consignados a través de censos y modelos nacionales de medición de los organismos de Ciencia, Tecnología e Innovación de diferentes países.",0
Start-up ecosystems as a framework for the cooperation between start-up companies and knowledge-based institutions in Poland,"The aim of the article is to outline the picture of the Polish start-up ecosystem (in fact consisted of few ecosystems but functioning under the same scheme), i.e. its main actors and relations among them with the special focus put on the ways and ?channels? the cooperation between start-ups and knowledge-based institutions (later termed K-BI) are to be realized.",0
A COLABORA{\c{C}}{\~A}O UNIVERSIDADE-EMPRESA NO CONTEXTO DA IND{\'U}STRIA 4.0,"In the disruptive scenario of Industry 4.0, it is essential to align universities and companies as agents in the transformations of society. A considerable portion of the results of academic research does not find application, because there is a gap between the production of university research and the market needs. Thus, as a way to better understand this connection, this study aims to verify, in the scientific literature, key success factors for co-work between universities and companies in the context of industry 4.0. From the methodological point of view, this research has a descriptive purpose with a qualitative approach, making use of secondary sources through bibliographic survey, with consultation of the Scopus database. From a sample of 80 publications, different forms of interaction between universities and companies were verified, and different factors relevant to this relationship were found. It is concluded that the relations between organizations may differ under different aspects, such as purpose and location, and although the key factors are sometimes similar, given the different contextualizations of the aspects of collaboration, it is necessary to analyze the idiosyncrasies inherent to the object intended to be analyzed, being the actions especially, but not only, related to technology transfer.",0
The ABC of Software Engineering Research,"A variety of research methods and techniques are available to SE researchers, and while several overviews exist, there is consistency neither in the research methods covered nor in the terminology used. Furthermore, research is sometimes critically reviewed for characteristics inherent to the methods. We adopt a taxonomy from the social sciences, termed here the ABC framework for SE research, which offers a holistic view of eight archetypal research strategies. ABC refers to the research goal that strives for generalizability over Actors (A) and precise measurement of their Behavior (B), in a realistic Context (C). The ABC framework uses two dimensions widely considered to be key in research design: the level of obtrusiveness of the research and the generalizability of research findings. We discuss metaphors for each strategy and their inherent limitations and potential strengths. We illustrate these research strategies in two key SE domains, global software engineering and requirements engineering, and apply the framework on a sample of 75 articles. Finally, we discuss six ways in which the framework can advance SE research.",0
Difficulty Factors of Obtaining Access for Empirical Studies in Industry,"Context: The difficulty (not just effort) of obtaining access for software engineering empirical studies in industry varies greatly. Supposedly, some of this variance in difficulty is particular, stemming from properties of individual contexts (the industrial partners and their work), while the rest is repeatable, related to properties of the research question and research design. Question: What are these recurring difficulty factors that arise from research question and research design? What mechanisms produce their influence? Method: We use ideation and knowledge extraction from research experience to identify potential difficulty factors, use expert discussion to understand their mechanisms, and use concept analysis to arrange them into a taxonomy. We evaluate the result by comparatively applying it to two research efforts pursued by the same research group. Results: We find six scope factors, five problematic intervention effects factors, and seven helpful intervention (side-)effects factors. Conclusion: Considering these factors systematically during the formulation of a research question and the design of a research method can help with balancing data collection difficulty with results validity and relevance.",0
Empirical Strategies in Software Engineering Research: A Literature Survey,"Context: The Software Engineering (SE) research continues to gain strength and interest for researchers considering the need to apply rigor and scientific validity to research results. Objective: Establishing an overview of the topic through a classification scheme of publications and structure the field of interest. Method: We conducted a Systematic Mapping Study, including articles published until 2019, that report at least one study of empirical strategies in SE. Results: 80 initial sets of studies were selected and analyzed, identifying: i) empirical strategy type used and ii) Software Engineering hypotheses types used. Also, 20 papers of the set of studies for mapping were selected and analyzed, identifying 17 empirical strategies and 11 main characteristics to address the empirical research inception in SE. Conclusions: We corroborate that the selection of an empirical strategy in Software Engineering research depends on the nature and scope of the research and on the resources that the researcher has at that moment, in addition to the degree of scientific and methodological knowledge that he has to carry out an empirical study. It is necessary to continue studying in-depth the behavior and nature of the empirical strategies in Software Engineering research that allows strengthening the scientific taxonomy in SE, besides walking towards the automation of the experimental process.",0
It's a circular argument: Examining how a novel configuration impacts information flow in submarine control rooms,"The continuing advancement of technology means that sociotechnical systems are primed for revolutionary changes to ways of working that can increase capability. It is critical to consider the unintended impact technology can have on human operators particularly regarding information flow and interactions within teams. Previous research revealed that the co-location of operator's dependent on each other for task relevant information can optimise information flow previously constrained by engineering considerations. The current work compared a novel circular configuration to that of a contemporary submarine control room. In the circular configuration, consoles faced inwards, permitting eye contact between operators, and three large screen displays were introduced to provide all operators with the same information. Ten teams participated in low and high demand dived tracking scenarios in a simulated submarine control room. All communications between operators were recorded in order to generate social, information, and task networks. These were statistically compared to networks generated from a baseline study of contemporary operation. Overall, the volume of verbal communications significantly reduced, information exchange was more structured, and the volume of tasks completed by operators significantly increased when operating in an inward facing circle configuration. The current work provides support for a data driven evidence-based approach to design that is information centric but endorsed by the end user to optimise performance and increase productivity. Implications of the work and future research ideas are discussed.",0
A Marketplace for Industrial Case Studies in Software Engineering,"Case studies are valuable for both sides of the Software Engineering community, the practitioners and the researchers. To perform such research, collaboration between them is necessary. However, estab- lishing such partnerships is not straightforward. We identified a set of challenges that must be overcome and propose a research plan with the goal of creating a marketplace for industrial case studies.",0
Software startups--a research agenda,"Software startup companies develop innovative, software-intensive products within limited time frames and with few resources, searching for sustainable and scalable business models. Software startups are quite distinct from traditional mature software companies, but also from micro-, small-, and medium-sized enterprises, introducing new challenges relevant for software engineering research. This paper?s research agenda focuses on software engineering in startups, identifying, in particular, 70+ research questions in the areas of supporting startup engineering activities, startup evolution models and patterns, ecosystems and innovation hubs, human aspects in software startups, applying startup concepts in non-startup environments, and methodologies and theories for startup research. We connect and motivate this research agenda with past studies in software startup research, while pointing out possible future directions. While all authors of this research agenda have their main background in Software Engineering or Computer Science, their interest in software startups broadens the perspective to the challenges, but also to the opportunities that emerge from multi-disciplinary research. Our audience is therefore primarily software engineering researchers, even though we aim at stimulating collaborations and research that crosses disciplinary boundaries. We believe that with this research agenda we cover a wide spectrum of the software startup industry current needs.",0
"A general theory of software engineering: Balancing human, social and organizational capitals","There exists no generally accepted theory in software engineering, and at the same time a scientific discipline needs theories. Some laws, hypotheses and conjectures exist, but yet no generally accepted theory. Several researchers and initiatives emphasize the need for theory in the discipline. The objective of this paper is to formulate a theory of software engineering. The theory is generated from empirical observations of industry practice, including several case studies and many years of experience in working closely between academia and industry. The theory captures the balancing of three different intellectual capitals: human, social and organizational capitals, respectively. The theory is formulated using a method for building theories in software engineering. It results in a theory where the relationships between the three different intellectual capitals are explored and explained. The theory is illustrated based on an industrial case study, where it is shown how decisions made in industry practice are explainable with the formulated theory, and the consequences of the decisions are made explicit. Based on the positive results, it is concluded that the theory may have a good explanatory power, although more evaluations are needed.",0
Assessing requirements engineering and software test alignmentâ€”Five case studies,"The development of large, software-intensive systems is a complex undertaking that we generally tackle by a divide and conquer strategy. Companies thereby face the challenge of coordinating individual aspects of software development, in particular between requirements engineering (RE) and software testing (ST). A lack of REST alignment can not only lead to wasted effort but also to defective software. However, before a company can improve the mechanisms of coordination they need to be understood first. With REST-bench we aim at providing an assessment tool that illustrates the coordination in software development projects and identify concrete improvement opportunities. We have developed REST-bench on the sound fundamentals of a taxonomy on REST alignment methods and validated the method in five case studies. Following the principles of technical action research, we collaborated with five companies, applying REST-bench and iteratively improving the method based on the lessons we learned. We applied REST-bench both in Agile and plan-driven environments, in projects lasting from weeks to years, and staffed as large as 1000 employees. The improvement opportunities we identified and the feedback we received indicate that the assessment was effective and efficient. Furthermore, participants confirmed that their understanding on the coordination between RE and ST improved.",0
Selecting the Right Topics for Industry-Academia Collaborations in Software Testing: An Experience Report,"The global software industry and the Software Engineering (SE) academia are two large communities. However, unfortunately, the level of joint industry-academia collaborations (IAC) in SE is still relatively very low, compared to the amount of activity in each of the two communities. Selecting the right topic for a new IAC has been reported to be challenging and often a deal-maker or-breaker for the start of IACs. Motivated by the above need, the goal of this paper is to propose experience-based guidelines from our 10+ software testing IACs in the past several years in Canada and Turkey to effectively and efficiently select right topics for IACs in software testing (also easily generalizable to other areas of SE), for the benefit of SE researchers and practitioners in starting new IACs. The experience and evidence supporting the guidelines in this paper are drawn from the authors' past projects and also seven on-going software-testing projects in the context of a large Turkish software and systems company. The topic-selection process has involved interaction with company representatives in the form of both multiple group discussions and separate face-to-face meetings while utilizing grounded-theory to find (converge to) topics which would be 'interesting' and useful from both industrial and academic perspectives. To increase the success of our topic selection process, we also utilized two other sources of information from the literature: (1) a set of four fitness criteria for topic selection in industry experiments, and (2) challenges and best practices for IAC, specific to project inception, as synthesized in a recent systematic literature review. We believe the results of this paper would be helpful for other researchers and practitioners not only in software testing but also in software engineering in general in increasing their chances of success in project inception and topic selection phase.",0
Teaching Software Product Lines: A Snapshot of Current Practices and Challenges,"Software Product Line (SPL) engineering has emerged to provide the means to efficiently model, produce, and maintain multiple similar software variants, exploiting their common properties, and managing their variabilities (differences). With over two decades of existence, the community of SPL researchers and practitioners is thriving, as can be attested by the extensive research output and the numerous successful industrial projects. Education has a key role to support the next generation of practitioners to build highly complex, variability-intensive systems. Yet, it is unclear how the concepts of variability and SPLs are taught, what are the possible missing gaps and difficulties faced, what are the benefits, and what is the material available. Also, it remains unclear whether scholars teach what is actually needed by industry. In this article, we report on three initiatives we have conducted with scholars, educators, industry practitioners, and students to further understand the connection between SPLs and education, that is, an online survey on teaching SPLs we performed with 35 scholars, another survey on learning SPLs we conducted with 25 students, as well as two workshops held at the International Software Product Line Conference in 2014 and 2015 with both researchers and industry practitioners participating. We build upon the two surveys and the workshops to derive recommendations for educators to continue improving the state of practice of teaching SPLs, aimed at both individual educators as well as the wider community.",0
A Study and Comparison of Industrial vs. Academic Software Product Line Research Published at SPLC,"The study presented in this paper aims to provide evidence for the hypothesis that software product line research has been changing and that the works in industry and academia have diverged over time. We analysed a subset (140) of all (593) papers published at the Software Product Line Conference (SPLC) until 2017. The subset was randomly selected to cover all years as well as types of papers. We assessed the research type of the papers (academic or industry), the kind of evaluation (application example, empirical, etc.), and the application domain. Also, we assessed which product line life-cycle phases, development practices, and topics the papers address. We present an analysis of the topics covered by academic vs. industry research and discuss the evolution of these topics and their relation over the years. We also discuss implications for researchers and practitioners. We conclude that even though several topics have received more attention than others, academic and industry research on software product lines are actually rather in line with each other.",0
Empirical Research in Software Architecture: How Far have We Come?,"Context: Empirical research helps gain well-founded insights about phenomena. Furthermore, empirical research creates evidence for the validity of research results. Objective: We aim at assessing the state-of-practice of empirical research in software architecture. Method: We conducted a comprehensive survey based on the systematic mapping method. We included all full technical research papers published at major software architecture conferences between 1999 and 2015. Results: 17% of papers report empirical work. The number of empirical studies in software architecture has started to increase in 2005. Looking at the number of papers, empirical studies are about equally frequently used to a) evaluate newly proposed approaches and b) to explore and describe phenomena to better understand software architecture practice. Case studies and experiments are the most frequently used empirical methods. Almost half of empirical studies involve human participants. The majority of these studies involve professionals rather than students. Conclusions: Our findings are meant to stimulate researchers in the community to think about their expectations and standards of empirical research. Our results indicate that software architecture has become a more mature domain with regards to applying empirical research. However, we also found issues in research practices that could be improved (e.g., when describing study objectives and acknowledging limitations).",0
An impact analysis of regional industry?University interactions: The case of industrial PhD schools,"The authors discuss Triple Helix collaborations in the context of regional competitiveness. Through an exploratory case study, they identify and analyse the impact of the establishment of industrial PhD schools for participating industry and universities. The study was conducted in Sweden in 2014 and focuses on three industry?university initiatives involving a total of 57 doctoral students, 9 universities and 39 companies. The results indicate that PhD schools based on the dynamics of the Triple Helix can be of great benefit for both industry and regional universities. In addition, the paper identifies critical success factors for industry?university collaborations involving joint PhD education.",0
Effective customer relationship management at ATB financial: a case study on industry-academia collaboration in data analytics,"Data analytics serve as a means to detect trends and patterns from organizational data repositories. The variety and dynamism of data and analysis approaches create a wide range of opportunities for collaboration between academia and industry. Successful collaboration projects create win-win scenarios with tangible benefits for both sides. This paper reports about an ongoing project between ATB Financial and the Laboratory for Software Engineering Decision Support (SEDS) at The University of Calgary. The key content of the project was to leverage the benefits of data analytics for efficient and effective customer relationship management (CRM). More precisely, the objective was to find analytic solutions that allow us to predict the complexity of an opportunity and to connect it with the right team member in order to increase efficiency and create value for ATB?s customers. We report the results and lessons learned from running through the various steps of a systematic data analytics process.",0
A Critical View on PLM/ALM Convergence in Practice and Research,"The Internet of Things (IoT) is the main driver for industrial smart products produced by an increasing number of manufacturers. The overall functionality of smart products is a combination of mechanical, electrical/electronic functions (hardware functions) and software functions. For hardware and software there are different lifecycle models: Product lifecycle management (PLM) focuses on hardware, application lifecycle management (ALM) focuses on software. Smart products force manufacturers to converge both lifecycle models step by step. Although seemingly important, the research community leaves this innovative area mostly up to the PLM tool vendors and the ALM tool vendors, resulting in them driving the convergence. This paper points out the mismatch between industry and academia regarding the PLM/ALM convergence. We encourage academia to increase research activities and we propose potential research topics.",0
Practical relevance of software engineering research: synthesizing the community?s voice,"Software engineering (SE) research should be relevant to industrial practice. There have been regular discussions in the SE community on this issue since the 1980?s, led by pioneers such as Robert Glass. As we recently passed the milestone of ?50 years of software engineering?, some recent positive efforts have been made in this direction, e.g., establishing ?industrial? tracks in several SE conferences. However, many researchers and practitioners believe that we, as a community, are still struggling with research relevance and utility. The goal of this paper is to synthesize the evidence and experience-based opinions shared on this topic so far in the SE community, and to encourage the community to further reflect and act on the research relevance. For this purpose, we have conducted a Multi-vocal Literature Review (MLR) of 54 systematically-selected sources (papers and non peer-reviewed articles). Instead of relying on and considering the individual opinions on research relevance, mentioned in each of the sources, the MLR aims to synthesize and provide the ?holistic? view on the topic. The highlights of our MLR findings are as follows. The top three root causes of low relevance, discussed in the community, are: (1) Researchers having simplistic views (or wrong assumptions) about SE in practice; (2) Lack of connection with industry; and (3) Wrong identification of research problems. The top three suggestions for improving research relevance are: (1) Using appropriate research approaches such as action-research; (2) Choosing relevant (practical) research problems; and (3) Collaborating with industry. By synthesizing all the discussions on this important topic so far, this paper aims to encourage further discussions and actions in the community to increase our collective efforts to improve the research relevance. Furthermore, we raise the need for empirically-grounded and rigorous studies on the relevance problem in SE research, as carried out in other fields such as management science.",0
How to Increase the Likelihood of Successful Transfer to Industry -- Going Beyond the Empirical,"The field of Empirical Software Engineering has undergone a much-needed expansion the last decade, and papers of all shapes and sizes are more or less mandated to have an ""empirical"" part to be published in premiere venues. The positive trend has researchers realizing the benefits, but also the investments needed, inherent to industry collaboration. That is, real practitioners, involved in the development of software intensive product, system, and service development. This paper shortly summarizes lessons learned from over ten years experience of industrial collaboration, and knowledge and technology exchange between applied researchers and industry.",0
Trends and Challenges for Software Engineering in the Mobile Domain,"Mobile computing is becoming a key aspect of our lives. This article builds on conversations held during the 2018 IEEE/ACM International Conference on Mobile Software Engineering and Systems, highlighting mobile computing's impact on software engineering practices, the transition from research to industry, and related areas.",0
"Fontys ICT, Partners in Education Program: Intensifying Collaborations Between Higher Education and Software Industry","In this paper, we describe the existing successful practices at the Fontys University of Applied Sciences, ICT in establishing and maintaining collaboration with industry within its ICT curriculum. We describe our approach and the major challenges that we face. In particular, we provide concrete examples from one semester of the Software Engineering curriculum where different forms of collaboration are employed. Our approach, experiences and lessons learned may be valuable to other software engineering programs in involving industry partners in the education process.",0
Towards a unified catalog of attributes to guide industry in software testing technique selection,"Context: The correct selection of a software testing technique can positively influence the quality of the software in development. In previous work, a mapping study was conducted to identify approaches concerning software testing techniques selection, highlighting the attributes used to support the testing technique selection process. Objective: This paper presents a unified catalog composed of testing technique selection attributes, built from the mapping study results. The aim is to assist testing practitioners to choose the best testing techniques to apply to a particular software project. Method: Through the 10 studies that present the attributes used for supporting the process of selecting software testing techniques, 178 attributes were extracted. From this, a careful analysis was conducted to exclude the attributes that appeared duplicated. Results: According to the objective and features, the catalog of attributes was classified into 8 categories, namely (i) general testing characteristics; (ii) tools; (iii) test team; (iv) software project; (v) orthogonal defect classification (ODC) faults; (vi) web applications; (vii) concurrent software; and (viii) model-based testing. Conclusion: Through the development of this catalog, we intend to help testers, guiding them on how to select the best testing technique to be applied to software projects in the industry. It is expected that this work can foster collaboration between industry and academia to help improve the quality of software developed by choosing the best testing technique. Also, we want to further extend this work through the validation in industry real cases.",0
Misinformation Battle Revisited: Counter Strategies from Clinics to Artificial Intelligence,"The spread of misinformation is one of the severe challenges that societies have been dealing with for many years. However, the rapid growth of social media has accelerated the creation and circulation of such information and turned it into a potential threat to the main societal institutions such as peace and democracy. Although many of iconic figures, policymakers, business leaders and researchers have warned us of serious repercussions of misinformation, a clear course of action is not yet visible. To tackle such an issue, the preliminary step would be the evaluation of the as-is situation, which allows us to identify the deficiencies of existing solutions. This issue has been addressed in this study by a comprehensive analysis over decades of societal efforts against misinformation. In this analysis, quelling strategies from organisational and government perspectives are explained. Then they are investigated from efficacy level and governance mode. Our analyses show that, despite a seemingly suitable setting for confronting misinformation, there is a major shortcoming in governance mode of current quelling strategies.",0
Organized innovation: A framework for effectively managing innovation,"Organized Innovation 1  Organized Innovation: A Framework for Effectively Managing InnovationThe future of American innovation leadership is not as certain as in the past. Notably, China hasdominated in recent years (e.g., increased patent filings by 24 percent in 2012, compared to only7.8 percent in the US; World Intellectual Property Organization, 2013). One solution is toincrease understanding about the best way to manage innovation efforts. To that end, we offer atheoretical framework, Organized Innovation, which is based on our decade-long qualitative andquantitative research on National Science Foundation (NSF) Engineering Research Centers(ERCs). The framework is focused on what research leaders can do to create organizationalconditions ripe for innovation success. We organize our prescriptions into three pillars:Channeled Curiosity, Boundary-Breaking Collaboration, and Orchestrated Commercialization.We highlight five principles for achieving Channeled Curiosity: lead with vision, planstrategically, pursue technology platforms, synthesize solutions, and persist. Six principles mayhelp leaders implement Boundary-Breaking Collaboration: lead through persuasion and trust,create interdependence, promote collaboration across disciplines, connect with industry, linkuniversities, and seek active dialogue with government representatives. Finally, just as strategyimplementation is notoriously difficult and often poorly executed, commercialization can be adifficult process (Ramanujam et al., 1986). We propose six principles to help leaders betterOrchestrate Commercialization: coordinate the network, elevate role models, revisit incentives,appoint an industrial liaison officer, improve technology transfer execution, and bring inentrepreneurial and business expertise. By implementing these evidence-based managementpractices, we suggest that leaders can orient basic research toward developing ambitioustechnology platforms that can have practical application, foster collaboration spanning traditionalsilos, and facilitate a smooth commercialization process that includes all relevant players. Our Organized Innovation 2 results show building an organizational culture around these principles can have a dramaticimpact on technology transfer outputs. We also propose seven questions for future research toencourage further work in this important area.",0
"Knowledge, Skills, and Abilities for Specialized Curricula in Cyber Defense: Results from Interviews with Cyber Professionals","More specialized cybersecurity education programs are needed to address workforce needs, but it is unclear which knowledge, skills, and abilities (KSAs) fulfil industry needs. We interviewed 48 professionals within four cyber defense specialty areas: (1) Cyber Network Defense Analysis, (2) Cyber Network Defense Infrastructure Support, (3) Incident Response, and (4) Vulnerability Assessment and Management. The professionals rated a number of specialized KSAs along two dimensions: how important the KSA was to their job and how difficult the KSA was to learn. Overall, communication and other non-technical skills were rated as being very important for all cyber defense jobs. Findings indicated that, for some specialty areas, technical knowledge and skills vary considerably between jobs and so the ability to teach oneself is more valuable than proficiency in any one KSA. Findings may be used to inform the development of general cybersecurity curricula, as well as curricula that focus on Cyber Network Defense Analysis, Cyber Network Defense Infrastructure Support, or Vulnerability Assessment and Management.",0
